    E(eV)    dE(eV)  Phi(deg)    dPhi      Theta    dTheta   Log10(FDV)
				(deg)      (deg)    (deg)     FDV in s^3/km^3/cm^3
  45.5823   14.6004  138.3750   22.5000  -11.2500   22.5000  -11.1419
  45.5823   14.6004  160.8750   22.5000  -11.2500   22.5000  -11.0691
  45.5823   14.6004  138.3750   22.5000  -33.7500   22.5000  -11.2032
  45.5823   14.6004  160.8750   22.5000  -33.7500   22.5000  -11.1385
  45.5823   14.6004  104.6250   45.0000  -56.2500   22.5000  -11.4197
  45.5823   14.6004  149.6250   45.0000  -56.2500   22.5000  -11.2891
  45.5823   14.6004  127.1250   90.0000  -78.7500   22.5000  -11.5016
  45.5823   14.6004  115.8750   22.5000   11.2500   22.5000  -11.3105
  45.5823   14.6004   93.3750   22.5000   11.2500   22.5000  -11.5579
  45.5823   14.6004  115.8750   22.5000   33.7500   22.5000  -11.3762
  45.5823   14.6004   93.3750   22.5000   33.7500   22.5000  -11.5660
  45.5823   14.6004  138.3750   22.5000   11.2500   22.5000  -11.1334
  45.5823   14.6004  160.8750   22.5000   11.2500   22.5000  -11.0778
  45.5823   14.6004  138.3750   22.5000   33.7500   22.5000  -11.2239
  45.5823   14.6004  160.8750   22.5000   33.7500   22.5000  -11.1382
  45.5823   14.6004  104.6250   45.0000   56.2500   22.5000  -11.5298
  45.5823   14.6004  149.6250   45.0000   56.2500   22.5000  -11.3170
  45.5823   14.6004  127.1250   90.0000   78.7500   22.5000  -11.5466
  45.5823   14.6004  228.3750   22.5000  -11.2500   22.5000  -11.3157
  45.5823   14.6004  250.8750   22.5000  -11.2500   22.5000  -11.4884
  45.5823   14.6004  228.3750   22.5000  -33.7500   22.5000  -11.3513
  45.5823   14.6004  250.8750   22.5000  -33.7500   22.5000  -11.4947
  45.5823   14.6004  205.8750   22.5000  -11.2500   22.5000  -11.1596
  45.5823   14.6004  183.3750   22.5000  -11.2500   22.5000  -11.0877
  45.5823   14.6004  205.8750   22.5000  -33.7500   22.5000  -11.2199
  45.5823   14.6004  183.3750   22.5000  -33.7500   22.5000  -11.1385
  45.5823   14.6004  239.6250   45.0000  -56.2500   22.5000  -11.4366
  45.5823   14.6004  194.6250   45.0000  -56.2500   22.5000  -11.2891
  45.5823   14.6004  217.1250   90.0000  -78.7500   22.5000  -11.4876
  45.5823   14.6004  228.3750   22.5000   11.2500   22.5000  -11.3206
  45.5823   14.6004  250.8750   22.5000   11.2500   22.5000  -11.4861
  45.5823   14.6004  228.3750   22.5000   33.7500   22.5000  -11.3263
  45.5823   14.6004  250.8750   22.5000   33.7500   22.5000  -11.4709
  45.5823   14.6004  205.8750   22.5000   11.2500   22.5000  -11.1612
  45.5823   14.6004  183.3750   22.5000   11.2500   22.5000  -11.0912
  45.5823   14.6004  205.8750   22.5000   33.7500   22.5000  -11.1865
  45.5823   14.6004  183.3750   22.5000   33.7500   22.5000  -11.1348
  45.5823   14.6004  239.6250   45.0000   56.2500   22.5000  -11.4346
  45.5823   14.6004  194.6250   45.0000   56.2500   22.5000  -11.2811
  45.5823   14.6004  217.1250   90.0000   78.7500   22.5000  -11.4996
  45.5823   14.6004   48.3750   22.5000  -11.2500   22.5000  -11.8686
  45.5823   14.6004   70.8750   22.5000  -11.2500   22.5000  -11.7366
  45.5823   14.6004   48.3750   22.5000  -33.7500   22.5000  -11.7768
  45.5823   14.6004   70.8750   22.5000  -33.7500   22.5000  -11.6556
  45.5823   14.6004   25.8750   22.5000  -11.2500   22.5000  -11.9482
  45.5823   14.6004    3.3750   22.5000  -11.2500   22.5000  -11.9779
  45.5823   14.6004   25.8750   22.5000  -33.7500   22.5000  -11.8722
  45.5823   14.6004    3.3750   22.5000  -33.7500   22.5000  -11.9033
  45.5823   14.6004   59.6250   45.0000  -56.2500   22.5000  -11.6119
  45.5823   14.6004   14.6250   45.0000  -56.2500   22.5000  -11.7314
  45.5823   14.6004   37.1250   90.0000  -78.7500   22.5000  -11.5654
  45.5823   14.6004   48.3750   22.5000   11.2500   22.5000  -11.9026
  45.5823   14.6004   70.8750   22.5000   11.2500   22.5000  -11.7490
  45.5823   14.6004   48.3750   22.5000   33.7500   22.5000  -11.8850
  45.5823   14.6004   70.8750   22.5000   33.7500   22.5000  -11.7345
  45.5823   14.6004   25.8750   22.5000   11.2500   22.5000  -11.9859
  45.5823   14.6004    3.3750   22.5000   11.2500   22.5000  -12.0058
  45.5823   14.6004   25.8750   22.5000   33.7500   22.5000  -11.9346
  45.5823   14.6004    3.3750   22.5000   33.7500   22.5000  -11.9573
  45.5823   14.6004   59.6250   45.0000   56.2500   22.5000  -11.7332
  45.5823   14.6004   14.6250   45.0000   56.2500   22.5000  -11.8170
  45.5823   14.6004   37.1250   90.0000   78.7500   22.5000  -11.6554
  45.5823   14.6004  295.8750   22.5000  -11.2500   22.5000  -11.8050
  45.5823   14.6004  273.3750   22.5000  -11.2500   22.5000  -11.6537
  45.5823   14.6004  295.8750   22.5000  -33.7500   22.5000  -11.7364
  45.5823   14.6004  273.3750   22.5000  -33.7500   22.5000  -11.6280
  45.5823   14.6004  318.3750   22.5000  -11.2500   22.5000  -11.9117
  45.5823   14.6004  340.8750   22.5000  -11.2500   22.5000  -11.9724
  45.5823   14.6004  318.3750   22.5000  -33.7500   22.5000  -11.8355
  45.5823   14.6004  340.8750   22.5000  -33.7500   22.5000  -11.8823
  45.5823   14.6004  284.6250   45.0000  -56.2500   22.5000  -11.6102
  45.5823   14.6004  329.6250   45.0000  -56.2500   22.5000  -11.7192
  45.5823   14.6004  307.1250   90.0000  -78.7500   22.5000  -11.5413
  45.5823   14.6004  295.8750   22.5000   11.2500   22.5000  -11.8029
  45.5823   14.6004  273.3750   22.5000   11.2500   22.5000  -11.6742
  45.5823   14.6004  295.8750   22.5000   33.7500   22.5000  -11.7497
  45.5823   14.6004  273.3750   22.5000   33.7500   22.5000  -11.6282
  45.5823   14.6004  318.3750   22.5000   11.2500   22.5000  -11.9350
  45.5823   14.6004  340.8750   22.5000   11.2500   22.5000  -12.0058
  45.5823   14.6004  318.3750   22.5000   33.7500   22.5000  -11.8617
  45.5823   14.6004  340.8750   22.5000   33.7500   22.5000  -11.9311
  45.5823   14.6004  284.6250   45.0000   56.2500   22.5000  -11.6272
  45.5823   14.6004  329.6250   45.0000   56.2500   22.5000  -11.7590
  45.5823   14.6004  307.1250   90.0000   78.7500   22.5000  -11.6168
  62.5885   20.3659  116.6250   22.5000  -11.2500   22.5000  -11.7998
  62.5885   20.3659   94.1250   22.5000  -11.2500   22.5000  -12.0745
  62.5885   20.3659  116.6250   22.5000  -33.7500   22.5000  -11.8485
  62.5885   20.3659   94.1250   22.5000  -33.7500   22.5000  -11.9922
  62.5885   20.3659  139.1250   22.5000  -11.2500   22.5000  -11.5750
  62.5885   20.3659  161.6250   22.5000  -11.2500   22.5000  -11.5496
  62.5885   20.3659  139.1250   22.5000  -33.7500   22.5000  -11.7072
  62.5885   20.3659  161.6250   22.5000  -33.7500   22.5000  -11.6564
  62.5885   20.3659  105.3750   45.0000  -56.2500   22.5000  -11.8431
  62.5885   20.3659  150.3750   45.0000  -56.2500   22.5000  -11.7706
  62.5885   20.3659  127.8750   90.0000  -78.7500   22.5000  -11.9803
  62.5885   20.3659  116.6250   22.5000   11.2500   22.5000  -11.7670
  62.5885   20.3659   94.1250   22.5000   11.2500   22.5000  -12.0890
  62.5885   20.3659  116.6250   22.5000   33.7500   22.5000  -11.8696
  62.5885   20.3659   94.1250   22.5000   33.7500   22.5000  -12.1302
  62.5885   20.3659  139.1250   22.5000   11.2500   22.5000  -11.5203
  62.5885   20.3659  161.6250   22.5000   11.2500   22.5000  -11.4955
  62.5885   20.3659  139.1250   22.5000   33.7500   22.5000  -11.6644
  62.5885   20.3659  161.6250   22.5000   33.7500   22.5000  -11.6012
  62.5885   20.3659  105.3750   45.0000   56.2500   22.5000  -12.0733
  62.5885   20.3659  150.3750   45.0000   56.2500   22.5000  -11.8508
  62.5885   20.3659  127.8750   90.0000   78.7500   22.5000  -12.0900
  62.5885   20.3659  229.1250   22.5000  -11.2500   22.5000  -11.9017
  62.5885   20.3659  251.6250   22.5000  -11.2500   22.5000  -12.0394
  62.5885   20.3659  229.1250   22.5000  -33.7500   22.5000  -11.9152
  62.5885   20.3659  251.6250   22.5000  -33.7500   22.5000  -12.0409
  62.5885   20.3659  206.6250   22.5000  -11.2500   22.5000  -11.7510
  62.5885   20.3659  184.1250   22.5000  -11.2500   22.5000  -11.6409
  62.5885   20.3659  206.6250   22.5000  -33.7500   22.5000  -11.7913
  62.5885   20.3659  184.1250   22.5000  -33.7500   22.5000  -11.6926
  62.5885   20.3659  240.3750   45.0000  -56.2500   22.5000  -11.9801
  62.5885   20.3659  195.3750   45.0000  -56.2500   22.5000  -11.8121
  62.5885   20.3659  217.8750   90.0000  -78.7500   22.5000  -12.0009
  62.5885   20.3659  229.1250   22.5000   11.2500   22.5000  -11.8847
  62.5885   20.3659  251.6250   22.5000   11.2500   22.5000  -12.0311
  62.5885   20.3659  229.1250   22.5000   33.7500   22.5000  -11.8586
  62.5885   20.3659  251.6250   22.5000   33.7500   22.5000  -12.0112
  62.5885   20.3659  206.6250   22.5000   11.2500   22.5000  -11.7357
  62.5885   20.3659  184.1250   22.5000   11.2500   22.5000  -11.6082
  62.5885   20.3659  206.6250   22.5000   33.7500   22.5000  -11.7395
  62.5885   20.3659  184.1250   22.5000   33.7500   22.5000  -11.6471
  62.5885   20.3659  240.3750   45.0000   56.2500   22.5000  -11.9723
  62.5885   20.3659  195.3750   45.0000   56.2500   22.5000  -11.8256
  62.5885   20.3659  217.8750   90.0000   78.7500   22.5000  -12.0529
  62.5885   20.3659   49.1250   22.5000  -11.2500   22.5000  -12.3753
  62.5885   20.3659   71.6250   22.5000  -11.2500   22.5000  -12.2577
  62.5885   20.3659   49.1250   22.5000  -33.7500   22.5000  -12.2760
  62.5885   20.3659   71.6250   22.5000  -33.7500   22.5000  -12.1512
  62.5885   20.3659   26.6250   22.5000  -11.2500   22.5000  -12.4495
  62.5885   20.3659    4.1250   22.5000  -11.2500   22.5000  -12.4977
  62.5885   20.3659   26.6250   22.5000  -33.7500   22.5000  -12.3669
  62.5885   20.3659    4.1250   22.5000  -33.7500   22.5000  -12.4102
  62.5885   20.3659   60.3750   45.0000  -56.2500   22.5000  -12.0604
  62.5885   20.3659   15.3750   45.0000  -56.2500   22.5000  -12.2404
  62.5885   20.3659   37.8750   90.0000  -78.7500   22.5000  -12.0721
  62.5885   20.3659   49.1250   22.5000   11.2500   22.5000  -12.4102
  62.5885   20.3659   71.6250   22.5000   11.2500   22.5000  -12.2800
  62.5885   20.3659   49.1250   22.5000   33.7500   22.5000  -12.3751
  62.5885   20.3659   71.6250   22.5000   33.7500   22.5000  -12.2848
  62.5885   20.3659   26.6250   22.5000   11.2500   22.5000  -12.4790
  62.5885   20.3659    4.1250   22.5000   11.2500   22.5000  -12.5164
  62.5885   20.3659   26.6250   22.5000   33.7500   22.5000  -12.4160
  62.5885   20.3659    4.1250   22.5000   33.7500   22.5000  -12.4631
  62.5885   20.3659   60.3750   45.0000   56.2500   22.5000  -12.2691
  62.5885   20.3659   15.3750   45.0000   56.2500   22.5000  -12.3250
  62.5885   20.3659   37.8750   90.0000   78.7500   22.5000  -12.1964
  62.5885   20.3659  296.6250   22.5000  -11.2500   22.5000  -12.3273
  62.5885   20.3659  274.1250   22.5000  -11.2500   22.5000  -12.2035
  62.5885   20.3659  296.6250   22.5000  -33.7500   22.5000  -12.2814
  62.5885   20.3659  274.1250   22.5000  -33.7500   22.5000  -12.1766
  62.5885   20.3659  319.1250   22.5000  -11.2500   22.5000  -12.4401
  62.5885   20.3659  341.6250   22.5000  -11.2500   22.5000  -12.4910
  62.5885   20.3659  319.1250   22.5000  -33.7500   22.5000  -12.3701
  62.5885   20.3659  341.6250   22.5000  -33.7500   22.5000  -12.4112
  62.5885   20.3659  285.3750   45.0000  -56.2500   22.5000  -12.1640
  62.5885   20.3659  330.3750   45.0000  -56.2500   22.5000  -12.2709
  62.5885   20.3659  307.8750   90.0000  -78.7500   22.5000  -12.0865
  62.5885   20.3659  296.6250   22.5000   11.2500   22.5000  -12.3599
  62.5885   20.3659  274.1250   22.5000   11.2500   22.5000  -12.1974
  62.5885   20.3659  296.6250   22.5000   33.7500   22.5000  -12.2989
  62.5885   20.3659  274.1250   22.5000   33.7500   22.5000  -12.1501
  62.5885   20.3659  319.1250   22.5000   11.2500   22.5000  -12.4498
  62.5885   20.3659  341.6250   22.5000   11.2500   22.5000  -12.5364
  62.5885   20.3659  319.1250   22.5000   33.7500   22.5000  -12.4031
  62.5885   20.3659  341.6250   22.5000   33.7500   22.5000  -12.4360
  62.5885   20.3659  285.3750   45.0000   56.2500   22.5000  -12.1620
  62.5885   20.3659  330.3750   45.0000   56.2500   22.5000  -12.3018
  62.5885   20.3659  307.8750   90.0000   78.7500   22.5000  -12.1669
  86.3141   28.2883  117.3750   22.5000  -11.2500   22.5000  -12.3197
  86.3141   28.2883   94.8750   22.5000  -11.2500   22.5000  -12.6416
  86.3141   28.2883  117.3750   22.5000  -33.7500   22.5000  -12.3811
  86.3141   28.2883   94.8750   22.5000  -33.7500   22.5000  -12.5024
  86.3141   28.2883  139.8750   22.5000  -11.2500   22.5000  -12.0191
  86.3141   28.2883  162.3750   22.5000  -11.2500   22.5000  -12.0547
  86.3141   28.2883  139.8750   22.5000  -33.7500   22.5000  -12.2603
  86.3141   28.2883  162.3750   22.5000  -33.7500   22.5000  -12.2458
  86.3141   28.2883  106.1250   45.0000  -56.2500   22.5000  -12.2602
  86.3141   28.2883  151.1250   45.0000  -56.2500   22.5000  -12.2613
  86.3141   28.2883  128.6250   90.0000  -78.7500   22.5000  -12.4619
  86.3141   28.2883  117.3750   22.5000   11.2500   22.5000  -12.2469
  86.3141   28.2883   94.8750   22.5000   11.2500   22.5000  -12.6434
  86.3141   28.2883  117.3750   22.5000   33.7500   22.5000  -12.4189
  86.3141   28.2883   94.8750   22.5000   33.7500   22.5000  -12.6841
  86.3141   28.2883  139.8750   22.5000   11.2500   22.5000  -11.8894
  86.3141   28.2883  162.3750   22.5000   11.2500   22.5000  -11.9335
  86.3141   28.2883  139.8750   22.5000   33.7500   22.5000  -12.1346
  86.3141   28.2883  162.3750   22.5000   33.7500   22.5000  -12.0796
  86.3141   28.2883  106.1250   45.0000   56.2500   22.5000  -12.6544
  86.3141   28.2883  151.1250   45.0000   56.2500   22.5000  -12.4169
  86.3141   28.2883  128.6250   90.0000   78.7500   22.5000  -12.6673
  86.3141   28.2883  229.8750   22.5000  -11.2500   22.5000  -12.5089
  86.3141   28.2883  252.3750   22.5000  -11.2500   22.5000  -12.6223
  86.3141   28.2883  229.8750   22.5000  -33.7500   22.5000  -12.4962
  86.3141   28.2883  252.3750   22.5000  -33.7500   22.5000  -12.6141
  86.3141   28.2883  207.3750   22.5000  -11.2500   22.5000  -12.3903
  86.3141   28.2883  184.8750   22.5000  -11.2500   22.5000  -12.2925
  86.3141   28.2883  207.3750   22.5000  -33.7500   22.5000  -12.3954
  86.3141   28.2883  184.8750   22.5000  -33.7500   22.5000  -12.3181
  86.3141   28.2883  241.1250   45.0000  -56.2500   22.5000  -12.5283
  86.3141   28.2883  196.1250   45.0000  -56.2500   22.5000  -12.3343
  86.3141   28.2883  218.6250   90.0000  -78.7500   22.5000  -12.5225
  86.3141   28.2883  229.8750   22.5000   11.2500   22.5000  -12.4765
  86.3141   28.2883  252.3750   22.5000   11.2500   22.5000  -12.6033
  86.3141   28.2883  229.8750   22.5000   33.7500   22.5000  -12.4856
  86.3141   28.2883  252.3750   22.5000   33.7500   22.5000  -12.5925
  86.3141   28.2883  207.3750   22.5000   11.2500   22.5000  -12.3651
  86.3141   28.2883  184.8750   22.5000   11.2500   22.5000  -12.2117
  86.3141   28.2883  207.3750   22.5000   33.7500   22.5000  -12.3475
  86.3141   28.2883  184.8750   22.5000   33.7500   22.5000  -12.2140
  86.3141   28.2883  241.1250   45.0000   56.2500   22.5000  -12.5641
  86.3141   28.2883  196.1250   45.0000   56.2500   22.5000  -12.4159
  86.3141   28.2883  218.6250   90.0000   78.7500   22.5000  -12.6378
  86.3141   28.2883   49.8750   22.5000  -11.2500   22.5000  -12.8673
  86.3141   28.2883   72.3750   22.5000  -11.2500   22.5000  -12.7759
  86.3141   28.2883   49.8750   22.5000  -33.7500   22.5000  -12.7715
  86.3141   28.2883   72.3750   22.5000  -33.7500   22.5000  -12.6237
  86.3141   28.2883   27.3750   22.5000  -11.2500   22.5000  -12.9227
  86.3141   28.2883    4.8750   22.5000  -11.2500   22.5000  -12.9635
  86.3141   28.2883   27.3750   22.5000  -33.7500   22.5000  -12.8671
  86.3141   28.2883    4.8750   22.5000  -33.7500   22.5000  -12.9133
  86.3141   28.2883   61.1250   45.0000  -56.2500   22.5000  -12.4817
  86.3141   28.2883   16.1250   45.0000  -56.2500   22.5000  -12.7422
  86.3141   28.2883   38.6250   90.0000  -78.7500   22.5000  -12.5744
  86.3141   28.2883   49.8750   22.5000   11.2500   22.5000  -12.9010
  86.3141   28.2883   72.3750   22.5000   11.2500   22.5000  -12.7804
  86.3141   28.2883   49.8750   22.5000   33.7500   22.5000  -12.8475
  86.3141   28.2883   72.3750   22.5000   33.7500   22.5000  -12.7658
  86.3141   28.2883   27.3750   22.5000   11.2500   22.5000  -12.9379
  86.3141   28.2883    4.8750   22.5000   11.2500   22.5000  -12.9901
  86.3141   28.2883   27.3750   22.5000   33.7500   22.5000  -12.8747
  86.3141   28.2883    4.8750   22.5000   33.7500   22.5000  -12.9144
  86.3141   28.2883   61.1250   45.0000   56.2500   22.5000  -12.7924
  86.3141   28.2883   16.1250   45.0000   56.2500   22.5000  -12.8292
  86.3141   28.2883   38.6250   90.0000   78.7500   22.5000  -12.7454
  86.3141   28.2883  297.3750   22.5000  -11.2500   22.5000  -12.8781
  86.3141   28.2883  274.8750   22.5000  -11.2500   22.5000  -12.7348
  86.3141   28.2883  297.3750   22.5000  -33.7500   22.5000  -12.8216
  86.3141   28.2883  274.8750   22.5000  -33.7500   22.5000  -12.7206
  86.3141   28.2883  319.8750   22.5000  -11.2500   22.5000  -12.9349
  86.3141   28.2883  342.3750   22.5000  -11.2500   22.5000  -12.9862
  86.3141   28.2883  319.8750   22.5000  -33.7500   22.5000  -12.8657
  86.3141   28.2883  342.3750   22.5000  -33.7500   22.5000  -12.8939
  86.3141   28.2883  286.1250   45.0000  -56.2500   22.5000  -12.6951
  86.3141   28.2883  331.1250   45.0000  -56.2500   22.5000  -12.7904
  86.3141   28.2883  308.6250   90.0000  -78.7500   22.5000  -12.6226
  86.3141   28.2883  297.3750   22.5000   11.2500   22.5000  -12.8682
  86.3141   28.2883  274.8750   22.5000   11.2500   22.5000  -12.7443
  86.3141   28.2883  297.3750   22.5000   33.7500   22.5000  -12.8132
  86.3141   28.2883  274.8750   22.5000   33.7500   22.5000  -12.7027
  86.3141   28.2883  319.8750   22.5000   11.2500   22.5000  -12.9659
  86.3141   28.2883  342.3750   22.5000   11.2500   22.5000  -13.0057
  86.3141   28.2883  319.8750   22.5000   33.7500   22.5000  -12.8775
  86.3141   28.2883  342.3750   22.5000   33.7500   22.5000  -12.9237
  86.3141   28.2883  286.1250   45.0000   56.2500   22.5000  -12.7095
  86.3141   28.2883  331.1250   45.0000   56.2500   22.5000  -12.8098
  86.3141   28.2883  308.6250   90.0000   78.7500   22.5000  -12.7225
 119.1650   39.1971  118.1250   22.5000  -11.2500   22.5000  -12.8067
 119.1650   39.1971   95.6250   22.5000  -11.2500   22.5000  -13.1300
 119.1650   39.1971  118.1250   22.5000  -33.7500   22.5000  -12.8876
 119.1650   39.1971   95.6250   22.5000  -33.7500   22.5000  -12.9608
 119.1650   39.1971  140.6250   22.5000  -11.2500   22.5000  -12.4196
 119.1650   39.1971  163.1250   22.5000  -11.2500   22.5000  -12.5665
 119.1650   39.1971  140.6250   22.5000  -33.7500   22.5000  -12.7975
 119.1650   39.1971  163.1250   22.5000  -33.7500   22.5000  -12.8077
 119.1650   39.1971  106.8750   45.0000  -56.2500   22.5000  -12.6571
 119.1650   39.1971  151.8750   45.0000  -56.2500   22.5000  -12.7238
 119.1650   39.1971  129.3750   90.0000  -78.7500   22.5000  -12.9194
 119.1650   39.1971  118.1250   22.5000   11.2500   22.5000  -12.6785
 119.1650   39.1971   95.6250   22.5000   11.2500   22.5000  -13.1133
 119.1650   39.1971  118.1250   22.5000   33.7500   22.5000  -12.9021
 119.1650   39.1971   95.6250   22.5000   33.7500   22.5000  -13.1356
 119.1650   39.1971  140.6250   22.5000   11.2500   22.5000  -12.2424
 119.1650   39.1971  163.1250   22.5000   11.2500   22.5000  -12.3970
 119.1650   39.1971  140.6250   22.5000   33.7500   22.5000  -12.5974
 119.1650   39.1971  163.1250   22.5000   33.7500   22.5000  -12.5166
 119.1650   39.1971  106.8750   45.0000   56.2500   22.5000  -13.1143
 119.1650   39.1971  151.8750   45.0000   56.2500   22.5000  -12.9576
 119.1650   39.1971  129.3750   90.0000   78.7500   22.5000  -13.1563
 119.1650   39.1971  230.6250   22.5000  -11.2500   22.5000  -13.0355
 119.1650   39.1971  253.1250   22.5000  -11.2500   22.5000  -13.1025
 119.1650   39.1971  230.6250   22.5000  -33.7500   22.5000  -13.0302
 119.1650   39.1971  253.1250   22.5000  -33.7500   22.5000  -13.0956
 119.1650   39.1971  208.1250   22.5000  -11.2500   22.5000  -12.9570
 119.1650   39.1971  185.6250   22.5000  -11.2500   22.5000  -12.8814
 119.1650   39.1971  208.1250   22.5000  -33.7500   22.5000  -12.9481
 119.1650   39.1971  185.6250   22.5000  -33.7500   22.5000  -12.8788
 119.1650   39.1971  241.8750   45.0000  -56.2500   22.5000  -13.0128
 119.1650   39.1971  196.8750   45.0000  -56.2500   22.5000  -12.7871
 119.1650   39.1971  219.3750   90.0000  -78.7500   22.5000  -12.9964
 119.1650   39.1971  230.6250   22.5000   11.2500   22.5000  -13.0082
 119.1650   39.1971  253.1250   22.5000   11.2500   22.5000  -13.1179
 119.1650   39.1971  230.6250   22.5000   33.7500   22.5000  -13.0183
 119.1650   39.1971  253.1250   22.5000   33.7500   22.5000  -13.1095
 119.1650   39.1971  208.1250   22.5000   11.2500   22.5000  -12.9309
 119.1650   39.1971  185.6250   22.5000   11.2500   22.5000  -12.7872
 119.1650   39.1971  208.1250   22.5000   33.7500   22.5000  -12.9284
 119.1650   39.1971  185.6250   22.5000   33.7500   22.5000  -12.7559
 119.1650   39.1971  241.8750   45.0000   56.2500   22.5000  -13.0983
 119.1650   39.1971  196.8750   45.0000   56.2500   22.5000  -12.9802
 119.1650   39.1971  219.3750   90.0000   78.7500   22.5000  -13.1450
 119.1650   39.1971   50.6250   22.5000  -11.2500   22.5000  -13.2556
 119.1650   39.1971   73.1250   22.5000  -11.2500   22.5000  -13.2248
 119.1650   39.1971   50.6250   22.5000  -33.7500   22.5000  -13.1919
 119.1650   39.1971   73.1250   22.5000  -33.7500   22.5000  -13.0725
 119.1650   39.1971   28.1250   22.5000  -11.2500   22.5000  -13.3104
 119.1650   39.1971    5.6250   22.5000  -11.2500   22.5000  -13.3595
 119.1650   39.1971   28.1250   22.5000  -33.7500   22.5000  -13.2808
 119.1650   39.1971    5.6250   22.5000  -33.7500   22.5000  -13.3352
 119.1650   39.1971   61.8750   45.0000  -56.2500   22.5000  -12.8664
 119.1650   39.1971   16.8750   45.0000  -56.2500   22.5000  -13.1784
 119.1650   39.1971   39.3750   90.0000  -78.7500   22.5000  -13.0185
 119.1650   39.1971   50.6250   22.5000   11.2500   22.5000  -13.2858
 119.1650   39.1971   73.1250   22.5000   11.2500   22.5000  -13.2415
 119.1650   39.1971   50.6250   22.5000   33.7500   22.5000  -13.2782
 119.1650   39.1971   73.1250   22.5000   33.7500   22.5000  -13.2662
 119.1650   39.1971   28.1250   22.5000   11.2500   22.5000  -13.3314
 119.1650   39.1971    5.6250   22.5000   11.2500   22.5000  -13.3814
 119.1650   39.1971   28.1250   22.5000   33.7500   22.5000  -13.3141
 119.1650   39.1971    5.6250   22.5000   33.7500   22.5000  -13.3577
 119.1650   39.1971   61.8750   45.0000   56.2500   22.5000  -13.2396
 119.1650   39.1971   16.8750   45.0000   56.2500   22.5000  -13.2742
 119.1650   39.1971   39.3750   90.0000   78.7500   22.5000  -13.2246
 119.1650   39.1971  298.1250   22.5000  -11.2500   22.5000  -13.2789
 119.1650   39.1971  275.6250   22.5000  -11.2500   22.5000  -13.2096
 119.1650   39.1971  298.1250   22.5000  -33.7500   22.5000  -13.2789
 119.1650   39.1971  275.6250   22.5000  -33.7500   22.5000  -13.1844
 119.1650   39.1971  320.6250   22.5000  -11.2500   22.5000  -13.3518
 119.1650   39.1971  343.1250   22.5000  -11.2500   22.5000  -13.3914
 119.1650   39.1971  320.6250   22.5000  -33.7500   22.5000  -13.2902
 119.1650   39.1971  343.1250   22.5000  -33.7500   22.5000  -13.3057
 119.1650   39.1971  286.8750   45.0000  -56.2500   22.5000  -13.1593
 119.1650   39.1971  331.8750   45.0000  -56.2500   22.5000  -13.2331
 119.1650   39.1971  309.3750   90.0000  -78.7500   22.5000  -13.1046
 119.1650   39.1971  298.1250   22.5000   11.2500   22.5000  -13.3389
 119.1650   39.1971  275.6250   22.5000   11.2500   22.5000  -13.2311
 119.1650   39.1971  298.1250   22.5000   33.7500   22.5000  -13.2591
 119.1650   39.1971  275.6250   22.5000   33.7500   22.5000  -13.1869
 119.1650   39.1971  320.6250   22.5000   11.2500   22.5000  -13.3651
 119.1650   39.1971  343.1250   22.5000   11.2500   22.5000  -13.4136
 119.1650   39.1971  320.6250   22.5000   33.7500   22.5000  -13.3622
 119.1650   39.1971  343.1250   22.5000   33.7500   22.5000  -13.3456
 119.1650   39.1971  286.8750   45.0000   56.2500   22.5000  -13.1967
 119.1650   39.1971  331.8750   45.0000   56.2500   22.5000  -13.2653
 119.1650   39.1971  309.3750   90.0000   78.7500   22.5000  -13.2213
 164.7083   54.4612  118.8750   22.5000  -11.2500   22.5000  -13.2551
 164.7083   54.4612   96.3750   22.5000  -11.2500   22.5000  -13.5413
 164.7083   54.4612  118.8750   22.5000  -33.7500   22.5000  -13.3436
 164.7083   54.4612   96.3750   22.5000  -33.7500   22.5000  -13.4398
 164.7083   54.4612  141.3750   22.5000  -11.2500   22.5000  -12.8318
 164.7083   54.4612  163.8750   22.5000  -11.2500   22.5000  -13.0888
 164.7083   54.4612  141.3750   22.5000  -33.7500   22.5000  -13.2976
 164.7083   54.4612  163.8750   22.5000  -33.7500   22.5000  -13.2907
 164.7083   54.4612  107.6250   45.0000  -56.2500   22.5000  -13.0802
 164.7083   54.4612  152.6250   45.0000  -56.2500   22.5000  -13.1945
 164.7083   54.4612  130.1250   90.0000  -78.7500   22.5000  -13.3716
 164.7083   54.4612  118.8750   22.5000   11.2500   22.5000  -13.1065
 164.7083   54.4612   96.3750   22.5000   11.2500   22.5000  -13.5333
 164.7083   54.4612  118.8750   22.5000   33.7500   22.5000  -13.3575
 164.7083   54.4612   96.3750   22.5000   33.7500   22.5000  -13.5833
 164.7083   54.4612  141.3750   22.5000   11.2500   22.5000  -12.6409
 164.7083   54.4612  163.8750   22.5000   11.2500   22.5000  -12.8903
 164.7083   54.4612  141.3750   22.5000   33.7500   22.5000  -13.0495
 164.7083   54.4612  163.8750   22.5000   33.7500   22.5000  -12.9817
 164.7083   54.4612  107.6250   45.0000   56.2500   22.5000  -13.5517
 164.7083   54.4612  152.6250   45.0000   56.2500   22.5000  -13.4198
 164.7083   54.4612  130.1250   90.0000   78.7500   22.5000  -13.6202
 164.7083   54.4612  231.3750   22.5000  -11.2500   22.5000  -13.4839
