    E(eV)    dE(eV)  Phi(deg)    dPhi      Theta    dTheta   Log10(FDV)
				(deg)      (deg)    (deg)     FDV in s^3/km^3/cm^3
 164.7083   54.4612  253.8750   22.5000  -11.2500   22.5000  -13.5506
 164.7083   54.4612  231.3750   22.5000  -33.7500   22.5000  -13.4807
 164.7083   54.4612  253.8750   22.5000  -33.7500   22.5000  -13.5694
 164.7083   54.4612  208.8750   22.5000  -11.2500   22.5000  -13.4529
 164.7083   54.4612  186.3750   22.5000  -11.2500   22.5000  -13.3538
 164.7083   54.4612  208.8750   22.5000  -33.7500   22.5000  -13.4148
 164.7083   54.4612  186.3750   22.5000  -33.7500   22.5000  -13.3718
 164.7083   54.4612  242.6250   45.0000  -56.2500   22.5000  -13.4812
 164.7083   54.4612  197.6250   45.0000  -56.2500   22.5000  -13.2191
 164.7083   54.4612  220.1250   90.0000  -78.7500   22.5000  -13.4422
 164.7083   54.4612  231.3750   22.5000   11.2500   22.5000  -13.4783
 164.7083   54.4612  253.8750   22.5000   11.2500   22.5000  -13.5570
 164.7083   54.4612  231.3750   22.5000   33.7500   22.5000  -13.4994
 164.7083   54.4612  253.8750   22.5000   33.7500   22.5000  -13.5529
 164.7083   54.4612  208.8750   22.5000   11.2500   22.5000  -13.4532
 164.7083   54.4612  186.3750   22.5000   11.2500   22.5000  -13.3137
 164.7083   54.4612  208.8750   22.5000   33.7500   22.5000  -13.4445
 164.7083   54.4612  186.3750   22.5000   33.7500   22.5000  -13.2645
 164.7083   54.4612  242.6250   45.0000   56.2500   22.5000  -13.5377
 164.7083   54.4612  197.6250   45.0000   56.2500   22.5000  -13.4430
 164.7083   54.4612  220.1250   90.0000   78.7500   22.5000  -13.6137
 164.7083   54.4612   51.3750   22.5000  -11.2500   22.5000  -13.6873
 164.7083   54.4612   73.8750   22.5000  -11.2500   22.5000  -13.6264
 164.7083   54.4612   51.3750   22.5000  -33.7500   22.5000  -13.5799
 164.7083   54.4612   73.8750   22.5000  -33.7500   22.5000  -13.4758
 164.7083   54.4612   28.8750   22.5000  -11.2500   22.5000  -13.7631
 164.7083   54.4612    6.3750   22.5000  -11.2500   22.5000  -13.7787
 164.7083   54.4612   28.8750   22.5000  -33.7500   22.5000  -13.6933
 164.7083   54.4612    6.3750   22.5000  -33.7500   22.5000  -13.7126
 164.7083   54.4612   62.6250   45.0000  -56.2500   22.5000  -13.2972
 164.7083   54.4612   17.6250   45.0000  -56.2500   22.5000  -13.5968
 164.7083   54.4612   40.1250   90.0000  -78.7500   22.5000  -13.4730
 164.7083   54.4612   51.3750   22.5000   11.2500   22.5000  -13.6926
 164.7083   54.4612   73.8750   22.5000   11.2500   22.5000  -13.6373
 164.7083   54.4612   51.3750   22.5000   33.7500   22.5000  -13.6738
 164.7083   54.4612   73.8750   22.5000   33.7500   22.5000  -13.6267
 164.7083   54.4612   28.8750   22.5000   11.2500   22.5000  -13.7508
 164.7083   54.4612    6.3750   22.5000   11.2500   22.5000  -13.8063
 164.7083   54.4612   28.8750   22.5000   33.7500   22.5000  -13.7433
 164.7083   54.4612    6.3750   22.5000   33.7500   22.5000  -13.7418
 164.7083   54.4612   62.6250   45.0000   56.2500   22.5000  -13.6748
 164.7083   54.4612   17.6250   45.0000   56.2500   22.5000  -13.6880
 164.7083   54.4612   40.1250   90.0000   78.7500   22.5000  -13.6625
 164.7083   54.4612  298.8750   22.5000  -11.2500   22.5000  -13.7618
 164.7083   54.4612  276.3750   22.5000  -11.2500   22.5000  -13.6406
 164.7083   54.4612  298.8750   22.5000  -33.7500   22.5000  -13.6618
 164.7083   54.4612  276.3750   22.5000  -33.7500   22.5000  -13.6270
 164.7083   54.4612  321.3750   22.5000  -11.2500   22.5000  -13.8031
 164.7083   54.4612  343.8750   22.5000  -11.2500   22.5000  -13.7894
 164.7083   54.4612  321.3750   22.5000  -33.7500   22.5000  -13.7300
 164.7083   54.4612  343.8750   22.5000  -33.7500   22.5000  -13.7153
 164.7083   54.4612  287.6250   45.0000  -56.2500   22.5000  -13.5969
 164.7083   54.4612  332.6250   45.0000  -56.2500   22.5000  -13.6369
 164.7083   54.4612  310.1250   90.0000  -78.7500   22.5000  -13.5439
 164.7083   54.4612  298.8750   22.5000   11.2500   22.5000  -13.7508
 164.7083   54.4612  276.3750   22.5000   11.2500   22.5000  -13.6584
 164.7083   54.4612  298.8750   22.5000   33.7500   22.5000  -13.6836
 164.7083   54.4612  276.3750   22.5000   33.7500   22.5000  -13.6491
 164.7083   54.4612  321.3750   22.5000   11.2500   22.5000  -13.7949
 164.7083   54.4612  343.8750   22.5000   11.2500   22.5000  -13.8048
 164.7083   54.4612  321.3750   22.5000   33.7500   22.5000  -13.7293
 164.7083   54.4612  343.8750   22.5000   33.7500   22.5000  -13.7548
 164.7083   54.4612  287.6250   45.0000   56.2500   22.5000  -13.6256
 164.7083   54.4612  332.6250   45.0000   56.2500   22.5000  -13.6796
 164.7083   54.4612  310.1250   90.0000   78.7500   22.5000  -13.6601
 228.0874   75.6981  119.6250   22.5000  -11.2500   22.5000  -13.7489
 228.0874   75.6981   97.1250   22.5000  -11.2500   22.5000  -14.0080
 228.0874   75.6981  119.6250   22.5000  -33.7500   22.5000  -13.8363
 228.0874   75.6981   97.1250   22.5000  -33.7500   22.5000  -13.8999
 228.0874   75.6981  142.1250   22.5000  -11.2500   22.5000  -13.3085
 228.0874   75.6981  164.6250   22.5000  -11.2500   22.5000  -13.6102
 228.0874   75.6981  142.1250   22.5000  -33.7500   22.5000  -13.7526
 228.0874   75.6981  164.6250   22.5000  -33.7500   22.5000  -13.7759
 228.0874   75.6981  108.3750   45.0000  -56.2500   22.5000  -13.5780
 228.0874   75.6981  153.3750   45.0000  -56.2500   22.5000  -13.6826
 228.0874   75.6981  130.8750   90.0000  -78.7500   22.5000  -13.8308
 228.0874   75.6981  119.6250   22.5000   11.2500   22.5000  -13.5813
 228.0874   75.6981   97.1250   22.5000   11.2500   22.5000  -13.9935
 228.0874   75.6981  119.6250   22.5000   33.7500   22.5000  -13.8356
 228.0874   75.6981   97.1250   22.5000   33.7500   22.5000  -14.0434
 228.0874   75.6981  142.1250   22.5000   11.2500   22.5000  -13.1061
 228.0874   75.6981  164.6250   22.5000   11.2500   22.5000  -13.4421
 228.0874   75.6981  142.1250   22.5000   33.7500   22.5000  -13.5604
 228.0874   75.6981  164.6250   22.5000   33.7500   22.5000  -13.4295
 228.0874   75.6981  108.3750   45.0000   56.2500   22.5000  -14.0117
 228.0874   75.6981  153.3750   45.0000   56.2500   22.5000  -13.8947
 228.0874   75.6981  130.8750   90.0000   78.7500   22.5000  -14.0873
 228.0874   75.6981  232.1250   22.5000  -11.2500   22.5000  -13.9390
 228.0874   75.6981  254.6250   22.5000  -11.2500   22.5000  -14.0395
 228.0874   75.6981  232.1250   22.5000  -33.7500   22.5000  -13.9625
 228.0874   75.6981  254.6250   22.5000  -33.7500   22.5000  -14.0253
 228.0874   75.6981  209.6250   22.5000  -11.2500   22.5000  -13.8999
 228.0874   75.6981  187.1250   22.5000  -11.2500   22.5000  -13.8396
 228.0874   75.6981  209.6250   22.5000  -33.7500   22.5000  -13.8959
 228.0874   75.6981  187.1250   22.5000  -33.7500   22.5000  -13.8363
 228.0874   75.6981  243.3750   45.0000  -56.2500   22.5000  -13.9428
 228.0874   75.6981  198.3750   45.0000  -56.2500   22.5000  -13.6984
 228.0874   75.6981  220.8750   90.0000  -78.7500   22.5000  -13.8824
 228.0874   75.6981  232.1250   22.5000   11.2500   22.5000  -13.9821
 228.0874   75.6981  254.6250   22.5000   11.2500   22.5000  -14.0247
 228.0874   75.6981  232.1250   22.5000   33.7500   22.5000  -13.9639
 228.0874   75.6981  254.6250   22.5000   33.7500   22.5000  -14.0390
 228.0874   75.6981  209.6250   22.5000   11.2500   22.5000  -13.8826
 228.0874   75.6981  187.1250   22.5000   11.2500   22.5000  -13.7934
 228.0874   75.6981  209.6250   22.5000   33.7500   22.5000  -13.9273
 228.0874   75.6981  187.1250   22.5000   33.7500   22.5000  -13.7547
 228.0874   75.6981  243.3750   45.0000   56.2500   22.5000  -14.0337
 228.0874   75.6981  198.3750   45.0000   56.2500   22.5000  -13.9322
 228.0874   75.6981  220.8750   90.0000   78.7500   22.5000  -14.0758
 228.0874   75.6981   52.1250   22.5000  -11.2500   22.5000  -14.1587
 228.0874   75.6981   74.6250   22.5000  -11.2500   22.5000  -14.0929
 228.0874   75.6981   52.1250   22.5000  -33.7500   22.5000  -14.0635
 228.0874   75.6981   74.6250   22.5000  -33.7500   22.5000  -13.9836
 228.0874   75.6981   29.6250   22.5000  -11.2500   22.5000  -14.1739
 228.0874   75.6981    7.1250   22.5000  -11.2500   22.5000  -14.2433
 228.0874   75.6981   29.6250   22.5000  -33.7500   22.5000  -14.1603
 228.0874   75.6981    7.1250   22.5000  -33.7500   22.5000  -14.2090
 228.0874   75.6981   63.3750   45.0000  -56.2500   22.5000  -13.7648
 228.0874   75.6981   18.3750   45.0000  -56.2500   22.5000  -14.0614
 228.0874   75.6981   40.8750   90.0000  -78.7500   22.5000  -13.9316
 228.0874   75.6981   52.1250   22.5000   11.2500   22.5000  -14.1838
 228.0874   75.6981   74.6250   22.5000   11.2500   22.5000  -14.1067
 228.0874   75.6981   52.1250   22.5000   33.7500   22.5000  -14.1617
 228.0874   75.6981   74.6250   22.5000   33.7500   22.5000  -14.1446
 228.0874   75.6981   29.6250   22.5000   11.2500   22.5000  -14.1785
 228.0874   75.6981    7.1250   22.5000   11.2500   22.5000  -14.2678
 228.0874   75.6981   29.6250   22.5000   33.7500   22.5000  -14.2264
 228.0874   75.6981    7.1250   22.5000   33.7500   22.5000  -14.2164
 228.0874   75.6981   63.3750   45.0000   56.2500   22.5000  -14.1139
 228.0874   75.6981   18.3750   45.0000   56.2500   22.5000  -14.1106
 228.0874   75.6981   40.8750   90.0000   78.7500   22.5000  -14.1383
 228.0874   75.6981  299.6250   22.5000  -11.2500   22.5000  -14.1958
 228.0874   75.6981  277.1250   22.5000  -11.2500   22.5000  -14.1015
 228.0874   75.6981  299.6250   22.5000  -33.7500   22.5000  -14.2090
 228.0874   75.6981  277.1250   22.5000  -33.7500   22.5000  -14.0824
 228.0874   75.6981  322.1250   22.5000  -11.2500   22.5000  -14.2393
 228.0874   75.6981  344.6250   22.5000  -11.2500   22.5000  -14.2493
 228.0874   75.6981  322.1250   22.5000  -33.7500   22.5000  -14.1800
 228.0874   75.6981  344.6250   22.5000  -33.7500   22.5000  -14.2188
 228.0874   75.6981  288.3750   45.0000  -56.2500   22.5000  -14.0386
 228.0874   75.6981  333.3750   45.0000  -56.2500   22.5000  -14.0940
 228.0874   75.6981  310.8750   90.0000  -78.7500   22.5000  -13.9951
 228.0874   75.6981  299.6250   22.5000   11.2500   22.5000  -14.1688
 228.0874   75.6981  277.1250   22.5000   11.2500   22.5000  -14.1460
 228.0874   75.6981  299.6250   22.5000   33.7500   22.5000  -14.1464
 228.0874   75.6981  277.1250   22.5000   33.7500   22.5000  -14.0725
 228.0874   75.6981  322.1250   22.5000   11.2500   22.5000  -14.2581
 228.0874   75.6981  344.6250   22.5000   11.2500   22.5000  -14.2947
 228.0874   75.6981  322.1250   22.5000   33.7500   22.5000  -14.2298
 228.0874   75.6981  344.6250   22.5000   33.7500   22.5000  -14.2164
 228.0874   75.6981  288.3750   45.0000   56.2500   22.5000  -14.1023
 228.0874   75.6981  333.3750   45.0000   56.2500   22.5000  -14.1456
 228.0874   75.6981  310.8750   90.0000   78.7500   22.5000  -14.1291
 316.1045  105.1478  120.3750   22.5000  -11.2500   22.5000  -14.2481
 316.1045  105.1478   97.8750   22.5000  -11.2500   22.5000  -14.5062
 316.1045  105.1478  120.3750   22.5000  -33.7500   22.5000  -14.3348
 316.1045  105.1478   97.8750   22.5000  -33.7500   22.5000  -14.4258
 316.1045  105.1478  142.8750   22.5000  -11.2500   22.5000  -13.8561
 316.1045  105.1478  165.3750   22.5000  -11.2500   22.5000  -14.1963
 316.1045  105.1478  142.8750   22.5000  -33.7500   22.5000  -14.2867
 316.1045  105.1478  165.3750   22.5000  -33.7500   22.5000  -14.2814
 316.1045  105.1478  109.1250   45.0000  -56.2500   22.5000  -14.1234
 316.1045  105.1478  154.1250   45.0000  -56.2500   22.5000  -14.2365
 316.1045  105.1478  131.6250   90.0000  -78.7500   22.5000  -14.3787
 316.1045  105.1478  120.3750   22.5000   11.2500   22.5000  -14.1084
 316.1045  105.1478   97.8750   22.5000   11.2500   22.5000  -14.5320
 316.1045  105.1478  120.3750   22.5000   33.7500   22.5000  -14.3704
 316.1045  105.1478   97.8750   22.5000   33.7500   22.5000  -14.5600
 316.1045  105.1478  142.8750   22.5000   11.2500   22.5000  -13.6486
 316.1045  105.1478  165.3750   22.5000   11.2500   22.5000  -14.0342
 316.1045  105.1478  142.8750   22.5000   33.7500   22.5000  -14.1169
 316.1045  105.1478  165.3750   22.5000   33.7500   22.5000  -13.9757
 316.1045  105.1478  109.1250   45.0000   56.2500   22.5000  -14.5416
 316.1045  105.1478  154.1250   45.0000   56.2500   22.5000  -14.4290
 316.1045  105.1478  131.6250   90.0000   78.7500   22.5000  -14.6163
 316.1045  105.1478  232.8750   22.5000  -11.2500   22.5000  -14.4893
 316.1045  105.1478  255.3750   22.5000  -11.2500   22.5000  -14.5505
 316.1045  105.1478  232.8750   22.5000  -33.7500   22.5000  -14.4448
 316.1045  105.1478  255.3750   22.5000  -33.7500   22.5000  -14.5353
 316.1045  105.1478  210.3750   22.5000  -11.2500   22.5000  -14.4119
 316.1045  105.1478  187.8750   22.5000  -11.2500   22.5000  -14.3502
 316.1045  105.1478  210.3750   22.5000  -33.7500   22.5000  -14.4214
 316.1045  105.1478  187.8750   22.5000  -33.7500   22.5000  -14.3333
 316.1045  105.1478  244.1250   45.0000  -56.2500   22.5000  -14.4722
 316.1045  105.1478  199.1250   45.0000  -56.2500   22.5000  -14.2280
 316.1045  105.1478  221.6250   90.0000  -78.7500   22.5000  -14.4415
 316.1045  105.1478  232.8750   22.5000   11.2500   22.5000  -14.5009
 316.1045  105.1478  255.3750   22.5000   11.2500   22.5000  -14.5622
 316.1045  105.1478  232.8750   22.5000   33.7500   22.5000  -14.5190
 316.1045  105.1478  255.3750   22.5000   33.7500   22.5000  -14.5236
 316.1045  105.1478  210.3750   22.5000   11.2500   22.5000  -14.4429
 316.1045  105.1478  187.8750   22.5000   11.2500   22.5000  -14.3445
 316.1045  105.1478  210.3750   22.5000   33.7500   22.5000  -14.4243
 316.1045  105.1478  187.8750   22.5000   33.7500   22.5000  -14.2913
 316.1045  105.1478  244.1250   45.0000   56.2500   22.5000  -14.5659
 316.1045  105.1478  199.1250   45.0000   56.2500   22.5000  -14.4730
 316.1045  105.1478  221.6250   90.0000   78.7500   22.5000  -14.5908
 316.1045  105.1478   52.8750   22.5000  -11.2500   22.5000  -14.6581
 316.1045  105.1478   75.3750   22.5000  -11.2500   22.5000  -14.6217
 316.1045  105.1478   52.8750   22.5000  -33.7500   22.5000  -14.5597
 316.1045  105.1478   75.3750   22.5000  -33.7500   22.5000  -14.4871
 316.1045  105.1478   30.3750   22.5000  -11.2500   22.5000  -14.7240
 316.1045  105.1478    7.8750   22.5000  -11.2500   22.5000  -14.7813
 316.1045  105.1478   30.3750   22.5000  -33.7500   22.5000  -14.7181
 316.1045  105.1478    7.8750   22.5000  -33.7500   22.5000  -14.7422
 316.1045  105.1478   64.1250   45.0000  -56.2500   22.5000  -14.2728
 316.1045  105.1478   19.1250   45.0000  -56.2500   22.5000  -14.5526
 316.1045  105.1478   41.6250   90.0000  -78.7500   22.5000  -14.4649
 316.1045  105.1478   52.8750   22.5000   11.2500   22.5000  -14.7340
 316.1045  105.1478   75.3750   22.5000   11.2500   22.5000  -14.6484
 316.1045  105.1478   52.8750   22.5000   33.7500   22.5000  -14.7075
 316.1045  105.1478   75.3750   22.5000   33.7500   22.5000  -14.6108
 316.1045  105.1478   30.3750   22.5000   11.2500   22.5000  -14.7561
 316.1045  105.1478    7.8750   22.5000   11.2500   22.5000  -14.7963
 316.1045  105.1478   30.3750   22.5000   33.7500   22.5000  -14.7293
 316.1045  105.1478    7.8750   22.5000   33.7500   22.5000  -14.7182
 316.1045  105.1478   64.1250   45.0000   56.2500   22.5000  -14.6586
 316.1045  105.1478   19.1250   45.0000   56.2500   22.5000  -14.6922
 316.1045  105.1478   41.6250   90.0000   78.7500   22.5000  -14.6706
 316.1045  105.1478  300.3750   22.5000  -11.2500   22.5000  -14.7208
 316.1045  105.1478  277.8750   22.5000  -11.2500   22.5000  -14.6622
 316.1045  105.1478  300.3750   22.5000  -33.7500   22.5000  -14.6987
 316.1045  105.1478  277.8750   22.5000  -33.7500   22.5000  -14.5949
 316.1045  105.1478  322.8750   22.5000  -11.2500   22.5000  -14.7706
 316.1045  105.1478  345.3750   22.5000  -11.2500   22.5000  -14.8150
 316.1045  105.1478  322.8750   22.5000  -33.7500   22.5000  -14.7181
 316.1045  105.1478  345.3750   22.5000  -33.7500   22.5000  -14.7384
 316.1045  105.1478  289.1250   45.0000  -56.2500   22.5000  -14.5439
 316.1045  105.1478  334.1250   45.0000  -56.2500   22.5000  -14.6544
 316.1045  105.1478  311.6250   90.0000  -78.7500   22.5000  -14.5263
 316.1045  105.1478  300.3750   22.5000   11.2500   22.5000  -14.7051
 316.1045  105.1478  277.8750   22.5000   11.2500   22.5000  -14.6337
 316.1045  105.1478  300.3750   22.5000   33.7500   22.5000  -14.6282
 316.1045  105.1478  277.8750   22.5000   33.7500   22.5000  -14.6297
 316.1045  105.1478  322.8750   22.5000   11.2500   22.5000  -14.7543
 316.1045  105.1478  345.3750   22.5000   11.2500   22.5000  -14.8020
 316.1045  105.1478  322.8750   22.5000   33.7500   22.5000  -14.6901
 316.1045  105.1478  345.3750   22.5000   33.7500   22.5000  -14.7368
 316.1045  105.1478  289.1250   45.0000   56.2500   22.5000  -14.6509
 316.1045  105.1478  334.1250   45.0000   56.2500   22.5000  -14.6906
 316.1045  105.1478  311.6250   90.0000   78.7500   22.5000  -14.6528
 438.3828  145.9625  121.1250   22.5000  -11.2500   22.5000  -14.9120
 438.3828  145.9625   98.6250   22.5000  -11.2500   22.5000  -15.1252
 438.3828  145.9625  121.1250   22.5000  -33.7500   22.5000  -14.9625
 438.3828  145.9625   98.6250   22.5000  -33.7500   22.5000  -15.0661
 438.3828  145.9625  143.6250   22.5000  -11.2500   22.5000  -14.4622
 438.3828  145.9625  166.1250   22.5000  -11.2500   22.5000  -14.7921
 438.3828  145.9625  143.6250   22.5000  -33.7500   22.5000  -14.9401
 438.3828  145.9625  166.1250   22.5000  -33.7500   22.5000  -14.8642
 438.3828  145.9625  109.8750   45.0000  -56.2500   22.5000  -14.7400
 438.3828  145.9625  154.8750   45.0000  -56.2500   22.5000  -14.8678
 438.3828  145.9625  132.3750   90.0000  -78.7500   22.5000  -15.0112
 438.3828  145.9625  121.1250   22.5000   11.2500   22.5000  -14.7370
 438.3828  145.9625   98.6250   22.5000   11.2500   22.5000  -15.1375
 438.3828  145.9625  121.1250   22.5000   33.7500   22.5000  -14.9897
 438.3828  145.9625   98.6250   22.5000   33.7500   22.5000  -15.1821
 438.3828  145.9625  143.6250   22.5000   11.2500   22.5000  -14.2646
 438.3828  145.9625  166.1250   22.5000   11.2500   22.5000  -14.6840
 438.3828  145.9625  143.6250   22.5000   33.7500   22.5000  -14.7729
 438.3828  145.9625  166.1250   22.5000   33.7500   22.5000  -14.5816
 438.3828  145.9625  109.8750   45.0000   56.2500   22.5000  -15.1890
 438.3828  145.9625  154.8750   45.0000   56.2500   22.5000  -15.0888
 438.3828  145.9625  132.3750   90.0000   78.7500   22.5000  -15.2382
 438.3828  145.9625  233.6250   22.5000  -11.2500   22.5000  -15.1190
 438.3828  145.9625  256.1250   22.5000  -11.2500   22.5000  -15.1574
 438.3828  145.9625  233.6250   22.5000  -33.7500   22.5000  -15.0942
 438.3828  145.9625  256.1250   22.5000  -33.7500   22.5000  -15.1437
 438.3828  145.9625  211.1250   22.5000  -11.2500   22.5000  -15.0726
 438.3828  145.9625  188.6250   22.5000  -11.2500   22.5000  -14.9673
 438.3828  145.9625  211.1250   22.5000  -33.7500   22.5000  -15.0359
 438.3828  145.9625  188.6250   22.5000  -33.7500   22.5000  -14.9950
 438.3828  145.9625  244.8750   45.0000  -56.2500   22.5000  -15.1099
 438.3828  145.9625  199.8750   45.0000  -56.2500   22.5000  -14.8383
 438.3828  145.9625  222.3750   90.0000  -78.7500   22.5000  -15.0357
 438.3828  145.9625  233.6250   22.5000   11.2500   22.5000  -15.1019
 438.3828  145.9625  256.1250   22.5000   11.2500   22.5000  -15.2242
 438.3828  145.9625  233.6250   22.5000   33.7500   22.5000  -15.0997
 438.3828  145.9625  256.1250   22.5000   33.7500   22.5000  -15.1686
 438.3828  145.9625  211.1250   22.5000   11.2500   22.5000  -15.0561
 438.3828  145.9625  188.6250   22.5000   11.2500   22.5000  -14.9191
 438.3828  145.9625  211.1250   22.5000   33.7500   22.5000  -15.1159
 438.3828  145.9625  188.6250   22.5000   33.7500   22.5000  -14.9212
 438.3828  145.9625  244.8750   45.0000   56.2500   22.5000  -15.2070
 438.3828  145.9625  199.8750   45.0000   56.2500   22.5000  -15.0888
 438.3828  145.9625  222.3750   90.0000   78.7500   22.5000  -15.2398
 438.3828  145.9625   53.6250   22.5000  -11.2500   22.5000  -15.2515
 438.3828  145.9625   76.1250   22.5000  -11.2500   22.5000  -15.2488
 438.3828  145.9625   53.6250   22.5000  -33.7500   22.5000  -15.1387
 438.3828  145.9625   76.1250   22.5000  -33.7500   22.5000  -15.1194
 438.3828  145.9625   31.1250   22.5000  -11.2500   22.5000  -15.3505
 438.3828  145.9625    8.6250   22.5000  -11.2500   22.5000  -15.3268
 438.3828  145.9625   31.1250   22.5000  -33.7500   22.5000  -15.3236
 438.3828  145.9625    8.6250   22.5000  -33.7500   22.5000  -15.3312
 438.3828  145.9625   64.8750   45.0000  -56.2500   22.5000  -14.8429
 438.3828  145.9625   19.8750   45.0000  -56.2500   22.5000  -15.1887
 438.3828  145.9625   42.3750   90.0000  -78.7500   22.5000  -15.0882
 438.3828  145.9625   53.6250   22.5000   11.2500   22.5000  -15.3060
 438.3828  145.9625   76.1250   22.5000   11.2500   22.5000  -15.2215
 438.3828  145.9625   53.6250   22.5000   33.7500   22.5000  -15.3680
 438.3828  145.9625   76.1250   22.5000   33.7500   22.5000  -15.2909
 438.3828  145.9625   31.1250   22.5000   11.2500   22.5000  -15.3572
 438.3828  145.9625    8.6250   22.5000   11.2500   22.5000  -15.4774
 438.3828  145.9625   31.1250   22.5000   33.7500   22.5000  -15.3394
 438.3828  145.9625    8.6250   22.5000   33.7500   22.5000  -15.3555
 438.3828  145.9625   64.8750   45.0000   56.2500   22.5000  -15.2726
 438.3828  145.9625   19.8750   45.0000   56.2500   22.5000  -15.2596
 438.3828  145.9625   42.3750   90.0000   78.7500   22.5000  -15.3200
 438.3828  145.9625  301.1250   22.5000  -11.2500   22.5000  -15.3107
 438.3828  145.9625  278.6250   22.5000  -11.2500   22.5000  -15.3107
 438.3828  145.9625  301.1250   22.5000  -33.7500   22.5000  -15.3198
 438.3828  145.9625  278.6250   22.5000  -33.7500   22.5000  -15.2476
 438.3828  145.9625  323.6250   22.5000  -11.2500   22.5000  -15.3436
 438.3828  145.9625  346.1250   22.5000  -11.2500   22.5000  -15.3719
 438.3828  145.9625  323.6250   22.5000  -33.7500   22.5000  -15.4020
 438.3828  145.9625  346.1250   22.5000  -33.7500   22.5000  -15.3198
 438.3828  145.9625  289.8750   45.0000  -56.2500   22.5000  -15.1653
 438.3828  145.9625  334.8750   45.0000  -56.2500   22.5000  -15.3030
 438.3828  145.9625  312.3750   90.0000  -78.7500   22.5000  -15.1554
 438.3828  145.9625  301.1250   22.5000   11.2500   22.5000  -15.3536
 438.3828  145.9625  278.6250   22.5000   11.2500   22.5000  -15.2488
 438.3828  145.9625  301.1250   22.5000   33.7500   22.5000  -15.3126
 438.3828  145.9625  278.6250   22.5000   33.7500   22.5000  -15.2285
 438.3828  145.9625  323.6250   22.5000   11.2500   22.5000  -15.3872
 438.3828  145.9625  346.1250   22.5000   11.2500   22.5000  -15.3990
 438.3828  145.9625  323.6250   22.5000   33.7500   22.5000  -15.3016
 438.3828  145.9625  346.1250   22.5000   33.7500   22.5000  -15.3896
 438.3828  145.9625  289.8750   45.0000   56.2500   22.5000  -15.2229
 438.3828  145.9625  334.8750   45.0000   56.2500   22.5000  -15.3086
 438.3828  145.9625  312.3750   90.0000   78.7500   22.5000  -15.2728
 608.0297  202.6221  121.8750   22.5000  -11.2500   22.5000  -15.7273
 608.0297  202.6221   99.3750   22.5000  -11.2500   22.5000  -15.8340
 608.0297  202.6221  121.8750   22.5000  -33.7500   22.5000  -15.7494
 608.0297  202.6221   99.3750   22.5000  -33.7500   22.5000  -15.8051
 608.0297  202.6221  144.3750   22.5000  -11.2500   22.5000  -15.2167
 608.0297  202.6221  166.8750   22.5000  -11.2500   22.5000  -15.5440
 608.0297  202.6221  144.3750   22.5000  -33.7500   22.5000  -15.6270
 608.0297  202.6221  166.8750   22.5000  -33.7500   22.5000  -15.4894
 608.0297  202.6221  110.6250   45.0000  -56.2500   22.5000  -15.5064
 608.0297  202.6221  155.6250   45.0000  -56.2500   22.5000  -15.5798
 608.0297  202.6221  133.1250   90.0000  -78.7500   22.5000  -15.7220
 608.0297  202.6221  121.8750   22.5000   11.2500   22.5000  -15.4129
 608.0297  202.6221   99.3750   22.5000   11.2500   22.5000  -15.8632
 608.0297  202.6221  121.8750   22.5000   33.7500   22.5000  -15.6918
 608.0297  202.6221   99.3750   22.5000   33.7500   22.5000  -15.9246
 608.0297  202.6221  144.3750   22.5000   11.2500   22.5000  -15.0194
 608.0297  202.6221  166.8750   22.5000   11.2500   22.5000  -15.3860
 608.0297  202.6221  144.3750   22.5000   33.7500   22.5000  -15.4662
 608.0297  202.6221  166.8750   22.5000   33.7500   22.5000  -15.3143
 608.0297  202.6221  110.6250   45.0000   56.2500   22.5000  -15.8418
 608.0297  202.6221  155.6250   45.0000   56.2500   22.5000  -15.7256
 608.0297  202.6221  133.1250   90.0000   78.7500   22.5000  -15.9130
 608.0297  202.6221  234.3750   22.5000  -11.2500   22.5000  -15.8340
 608.0297  202.6221  256.8750   22.5000  -11.2500   22.5000  -15.9607
 608.0297  202.6221  234.3750   22.5000  -33.7500   22.5000  -15.8832
 608.0297  202.6221  256.8750   22.5000  -33.7500   22.5000  -15.8112
 608.0297  202.6221  211.8750   22.5000  -11.2500   22.5000  -15.8803
 608.0297  202.6221  189.3750   22.5000  -11.2500   22.5000  -15.8178
 608.0297  202.6221  211.8750   22.5000  -33.7500   22.5000  -15.7764
 608.0297  202.6221  189.3750   22.5000  -33.7500   22.5000  -15.6685
 608.0297  202.6221  245.6250   45.0000  -56.2500   22.5000  -15.8429
 608.0297  202.6221  200.6250   45.0000  -56.2500   22.5000  -15.5566
 608.0297  202.6221  223.1250   90.0000  -78.7500   22.5000  -15.7752
 608.0297  202.6221  234.3750   22.5000   11.2500   22.5000  -15.8229
 608.0297  202.6221  256.8750   22.5000   11.2500   22.5000  -15.8121
 608.0297  202.6221  234.3750   22.5000   33.7500   22.5000  -15.8588
 608.0297  202.6221  256.8750   22.5000   33.7500   22.5000  -15.9407
 608.0297  202.6221  211.8750   22.5000   11.2500   22.5000  -15.8513
 608.0297  202.6221  189.3750   22.5000   11.2500   22.5000  -15.6561
 608.0297  202.6221  211.8750   22.5000   33.7500   22.5000  -15.7785
 608.0297  202.6221  189.3750   22.5000   33.7500   22.5000  -15.6080
 608.0297  202.6221  245.6250   45.0000   56.2500   22.5000  -15.8886
